Municipality,Last Name,First Name,Affiliation
Waubaushene,Huggard,Laura,Bancroft Centre For Awakening Spiritual Growth
Waubaushene,Markle,G Vernon,Brethren
Waubaushene,Morphet,Kevin Mark,Deer Lake Gospel Hall
Waubaushene,Swift,William Malcolm,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Wawa,Borgmann,Karl,New Apostolic Church Canada
Wawa,Chalykoff,Peter J,Roman Catholic Diocese Of Sault Ste. Marie
Wawa,Henson,Ronald A,Fellowship Of Evangelical Baptist Churches
Wawa,Hwang,Minhyuk,Canadian Shield Regional Council - United Church
Wawa,Moody,Clinton C,The Pentecostal Assemblies of Canada Western Ontario District
Wawa,Woodford,Perry Lester,Baptist
Weagamow Lake,Kanate,Colin L,The Pentecostal Assemblies of Canada Western Ontario District
Weagamow Lake,Quequish,Jeremiah,Native Evangelical Fellowship Of Canada Inc
Weaganow Lake,Wapenisk,Ivan,Native Evangelical Fellowship Of Canada Inc
Webbwood,Whitlock,William R,Baptist
Welland,Baker,Robert Edward,Presbyterian Church in Canada Presbytery Of Kingston
Welland,Balagh,Atiqullah,Afghan Association Of Ontario
Welland,Barron,Sydney Murray,Presbyterian Church in Canada Presbytery Of Niagara
Welland,Bellingham,John Charles,Fellowship Of Evangelical Baptist Churches
Welland,Bilboe,Barbara Louise,Celebrating Life Ministries
Welland,Bolhous,Stephen E,Church Of God (Abrahamic Faith)
Welland,Bond,Robert Alexander,The Gathering of Baptists
Welland,Bordage,Norman,Roman Catholic Diocese Of St. Catharines
Welland,Boyd,David P,The Pentecostal Assemblies of Canada Western Ontario District
Welland,Brochu,Rene,Baptist - Ontario & Quebec
Welland,Brule,Marc Etienne,Ministers Network Canada
Welland,Charles,Michael,The Pentecostal Assemblies of Canada Western Ontario District
Welland,Coleman,Barton Shaw,Evangelical Lutheran Church In Canada Eastern Synod
Welland,Conroy,Elizabeth Eileen,Evangelical Lutheran Church In Canada Eastern Synod
Welland,Conroy,Redmond L,Evangelical Lutheran Church In Canada Eastern Synod
Welland,Cormier,Gerald,Roman Catholic Diocese Of St. Catharines
Welland,Course,John Earl,The Anglican Church Of Canada Diocese Of Niagara
Welland,Cousineau,Benoit,Presbyterian Church in Canada Presbytery Of Niagara
Welland,Crossfield,Gordon B,Horseshoe Falls Regional Council - United Church
Welland,Culp,Carson W J,Reformed Church In America
Welland,Deak,Nicholas Francis,The Ukrainian Catholic Episcopal Corporation of Eastern Canada aka:Ukrainian Catholic Eparchy of Toronto
Welland,Denchfield,Roger,The Evangelical Christian Church In Canada
Welland,Dillon,Thomas Neil,Roman Catholic Diocese Of St. Catharines
Welland,Duffus,Caroline Edythe,Horseshoe Falls Regional Council - United Church
Welland,Dukic,Leo (Panthaleon)  Joseph,Jehovah's Witnesses
Welland,Dyck,Jacob,Celebrating Life Ministries
Welland,Em,Sok,The Free Methodist Church In Canada
Welland,Espinoza Linke,Sergio Alejandro,Baptist - Ontario & Quebec
Welland,Everitt,Dianne Elizabeth,Horseshoe Falls Regional Council - United Church
Welland,Fedunec,Michael Douglas,Church of God (Anderson Indiana) Eastern Regional Office
Welland,Fenech Gonzi,Raymond,Roman Catholic Diocese Of St. Catharines
Welland,Flak,Michael,Ukranian Orthodox Church Of America
Welland,Fouda,Guy Bertin,Roman Catholic Diocese Of St. Catharines
Welland,Frere,Craig A,Mennonite Church Eastern Canada
Welland,Ganton,David Gordon,Baptist
Welland,Gibbons,John,Be In Christ Church Of Canada
Welland,Gifford,David S,The Free Methodist Church In Canada
Welland,Glanfield,Jeffrey Wayne,The Church of Jesus Christ of Latter-Day Saints
Welland,Glover,Cody Alexander,Church of Christ (Fenwick)
Welland,Goulet,Yvon,Roman Catholic Diocese Of St. Catharines
Welland,Hagglund,Rebecca Darlene,Celebrating Life Ministries
Welland,Hall,Heather Elizabeth,Bancroft Centre For Awakening Spiritual Growth
Welland,Hamilton,Karen E,Canadian International Metaphysical Ministry
Welland,Hamp,David,Lutheran Church - Canada
Welland,Hart,Larry Wesley,The Wesleyan Church of Canada Central Canada District
Welland,Head,Virginia P,Presbyterian Church in Canada Presbytery Of Niagara
Welland,Holub,Taras Michael,The Anglican Church Of Canada Diocese Of Niagara
Welland,Hussey,Alan,Christadelphian
Welland,Jacobi,Patricia Ann,Community Of Christ
Welland,Josapath,Arockia Sunil,Roman Catholic Diocese Of St. Catharines
Welland,Knight,Wayne Albert,Christian Reformed Church In North America
Welland,Kramer,Douglas W,Evangelical Lutheran Church In Canada Eastern Synod
Welland,Lallouet,Maria,Presbyterian Church in Canada Presbytery Of Niagara
Welland,Lancaster,Liesa,The Community Catholic Church of Canada
Welland,Lobbezoo,Elizabeth Mary,The Community Catholic Church of Canada
Welland,Mahoney,James Albert Allison,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Welland,Mantesso,Rosanne Isabel,Celebrating Life Ministries
Welland,Martin,Brenda Kathryn,Bancroft Centre For Awakening Spiritual Growth
Welland,Martin,Robert,Independent Assemblies Of God International
Welland,McGale,John Bernard,The Free Methodist Church In Canada
Welland,Mendis,Balapuwaduge L H N,The Anglican Church Of Canada Diocese Of Niagara
Welland,Mercer,Judith,Baptist - Ontario & Quebec
Welland,Michel,Joseph Guy,The Pentecostal Assemblies of Canada Western Ontario District
Welland,Miskei,Ladislav,Roman Catholic Diocese Of St. Catharines
Welland,Mol,Quinton,Reformed Church In America
Welland,Morasse,Andrew John,Roman Catholic Diocese Of St. Catharines
Welland,Neil,Sheldon Travis,Ministers Network Canada
Welland,Nickel,Albert Lavern,Brethren
Welland,Offringa,Ruurd Wijbren,Canadian Reformed Church
Welland,Ogilvie-McDonald,Tracey Louise,Bancroft Centre For Awakening Spiritual Growth
Welland,Olszewski,Miroslaw,Roman Catholic Diocese Of St. Catharines
Welland,Page,Gary Screaton,Baptist - Ontario & Quebec
Welland,Patterson,Carl,The Pentecostal Assemblies of Canada Western Ontario District
Welland,Peterson,Merry Rebecca,Church Of God (Abrahamic Faith)
Welland,Posada,Danny,Church of God (Anderson Indiana) Eastern Regional Office
Welland,Puthiyidathuchalil,Jinto Mathew,Roman Catholic Diocese Of St. Catharines
Welland,Repar,Judith,Regeneration Network of Ontario
Welland,Robins,David Blythe,Brockview Bible Chapel
Welland,Rogers-Beaudoin,Carole Ann,Clergy Support Memorial Church
Welland,Rymarchuk,Derek Alan,Abba Ministries Of Canada
Welland,Snihur,David John,Baptist - Ontario & Quebec
Welland,Spengler,David Henry,Roman Catholic Diocese Of St. Catharines
Welland,Steele,James D,Brethren
Welland,Stulp,Andrew,Be In Christ Church Of Canada
Welland,Taylor,Carol,The Community Catholic Church of Canada
Welland,Teal,Grant D,The Free Methodist Church In Canada
Welland,Thompson,Andrew,Ministers Network Canada
Welland,Thorpe,John Graham,The Anglican Church Of Canada Diocese Of Niagara
Welland,Ugulini,Jaclyn,Clergy Support Memorial Church
Welland,Vajda,Michael,Truth Through Christ Ministries
Welland,Vanden Beukel,Fay A,Celebrating Life Ministries
Welland,Vandyk,Mike J,Christian Reformed Church In North America
Welland,Vellakunnathu,Paul,Roman Catholic Diocese Of St. Catharines
Welland,Vickers,John Tutty,Roman Catholic Diocese Of St. Catharines
Welland,Visaticki,Franjo,Roman Catholic Diocese Of St. Catharines
Welland,Wagenaar,Mark David,Free Reformed Church Of North America
Welland,Wakem,Marcie Janelle,The Pentecostal Assemblies of Canada Western Ontario District
Welland,Wiley,Matthew D,The Free Methodist Church In Canada
Welland,Winsor,Alvin W,The Pentecostal Assemblies of Canada Eastern Ontario District
Welland,Wolf,Ann Louise,The Spiritual Assembly of the Baha'is of Welland
Welland,Wright,Kim C,Horseshoe Falls Regional Council - United Church
Welland,Yang,James Joon Jae,Presbyterian Church in Canada Presbytery Of Niagara
Wellandport,Bradbury,Mathew C A,Be In Christ Church Of Canada
Wellandport,Claveau,Brandon Marc,Be In Christ Church Of Canada
Wellandport,Dobrucki,Jennifer Elizabeth,Canadian International Metaphysical Ministry
Wellandport,Dykstra,Joel,United Reformed Churches In North America
Wellandport,Gilmore,Gordon F,Be In Christ Church Of Canada
Wellandport,Kidnew,Elizabeth S,Presbyterian Church in Canada Presbytery Of Niagara
Wellandport,McCort,John W,Churches Of Christ And Individually As Disciples Of Christ
Wellandport,Plesa,Claudine Joanne,Canadian International Metaphysical Ministry
Wellesley,Bauman,Kevin,Mennonite
Wellesley,Ellison White,Julie,Mennonite Church Eastern Canada
Wellesley,Irwin,David S,Fellowship Of Evangelical Baptist Churches
Wellesley,Jantzi,Arnold R,Amish Mennonite Church
Wellesley,Jantzi,Larry,Mennonite
Wellesley,Kays,Dieter E,Lutheran Church - Canada
Wellesley,Kipfer,Brent Lloyd,Mennonite Brethren Church
Wellesley,Martin,Ray,Mennonite Church Eastern Canada
Wellesley,Schroth,Andre James,Lutheran Church - Canada
Wellesley,Todd,Stephen,Fellowship Of Evangelical Baptist Churches
Wellesley,Wiens,Abram Friesen,Celebrating Life Ministries
Wellington,Blackburn,Joyce Anne,The Anglican Church Of Canada Diocese Of Ottawa
Wellington,Cobb,Dallas Jennifer Marianne,Clergy Support Memorial Church
Wellington,Dukes,Karen D,The Anglican Church Of Canada Diocese Of Ontario
Wellington,Fansett,Deborah Michele,Clergy Support Memorial Church
Wellington,Mason,Peter R,The Anglican Church Of Canada Diocese Of Ontario
Wellington,Rush,Mona Elaine,The Anglican Church Of Canada Diocese Of Toronto
Wellington,Spicer,Stevan A,East Central Ontario Regional Council - United Church
Wellington,Stevenson,John-Marc,The Pentecostal Assemblies of Canada Eastern Ontario District
Wendover,Marshall,Betty Lynn,Apostolic Church of Pentecost of Canada Inc
Wendover,Trembley,Eric,The Pentecostal Assemblies of Canada Eastern Ontario District
West Elmvale,Stringer,Andrew,Synod Of The Reformed Presbyterian Church Of North America
West Hill,Abellera,Crisanto G,Baptist
West Hill,Coffey,John W,Brethren
West Hill,Delicieux,Jean Cantave,Evangelical Missionary Church Canada East District
West Hill,Houston,Anne Elizabeth,National Evangelical Spiritual Baptist Faith Archdiocese
West Hill,Houston,Larry Anthony,National Evangelical Spiritual Baptist Faith Archdiocese
West Hill,Isaacs,Hubert J,The Anglican Church Of Canada
West Hill,Kessler,John A,Baptist
West Hill,McGann,Melvin Fitz-Maurice,Spreading Truth Ministries
West Hill,Nanji,Nazmin,
West Lorne,Clements,David Drummond,Presbyterian Church in Canada Presbytery Of London
West Lorne,Coleman,Clare Joseph,Roman Catholic Diocese Of London
West Lorne,Kember,Paul J,Brethren
West Lorne,Mezenberg,Joseph Anthony,The Pentecostal Assemblies of Canada Western Ontario District
West Lorne,Mezenberg,Margie,The Pentecostal Assemblies of Canada Western Ontario District
West Lorne,Patterson,James Melvin,Presbyterian Church in Canada Presbytery Of London
West Lorne,Yeo,Stephen,The Anglican Church of Canada Diocese of Huron
West Montrose,Brubacher,Jonathan,Mennonite Church Eastern Canada
West Montrose,Kreutner,Paul,New Apostolic Church Canada
West Montrose,McNitt,Gary,Fellowship Of Evangelical Baptist Churches
West Montrose,Salloum,Jerome Edward,The Anglican Church Of Canada Diocese Of Niagara
West Port,Heinlen,Martin Lance,The Free Methodist Church In Canada
West Seneca,Palko,Raymond,The Ukrainian Catholic Episcopal Corporation of Eastern Canada aka:Ukrainian Catholic Eparchy of Toronto
Westbrook,Baksh,Khaleel,Islamic
Westhill,Braye,Phyllis Lynn,The Anglican Church Of Canada Diocese Of Toronto
Westmeath,Hollings,Anita Lynn,The Pentecostal Assemblies of Canada Eastern Ontario District
Westmeath,Norris,Gordon David,Anglican Network in Canada
Weston,Baird,John,Brethren
Weston,Burchett,Harold E,Baptist
Weston,Bushay,Christopher Andrew,St. Francis Evangelical Spiritual Baptist Faith Archdiocese Of Canada
Weston,Dekany,Elmer J,Baptist
Weston,Evans,Sandra Viviene,The First Church of Jesus Christ Inc.
Weston,Hologa,Jerome Antoni,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Weston,Hong,Sin-Woong,Baptist
Weston,Jackson,James Marcus,The Anglican Church Of Canada
Weston,Jaro,Salaam,Arabic Baptist Church
Weston,Khalifa,Abdalla,Islamic
Weston,Lee,Jae Chul,Toronto Sung Rak Baptist Church
Weston,Maderak,Andrew Ted,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Weston,Mateyk,Michael Robert,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Weston,Mnyagatwa,William Anthony,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Weston,Pandya,Bhagvatiprasad,Hinduism
Weston,Pukhaev,Andrey,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Weston,Roberts,Christine Ingrid,The House Of Faith Prayer Assembly
Weston,Rodger,Hugh,Brethren
Weston,Singh,Major,Nanaksar Gurdwara Gursikh Temple
Weston,Tataryn,John,The Ukrainian Catholic Episcopal Corporation of Eastern Canada aka:Ukrainian Catholic Eparchy of Toronto
Weston,Turchanyi,Sandor,Hungarian Lutheran Church
Weston,Vargas Lara,Jose,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Weston,Zuniga,Juan,Iglesia De Cristo Misionera Canada Inc.
Westport,Dirocco,Louis Lawrence,Roman Catholic Diocese of Kingston
Westport,Dorward,Thomas,The American Anglican Church
Westport,Ihedoro,Cyprian Chukwudi,Roman Catholic Diocese of Kingston
Westport,Jones,Robin Patricia,Clergy Support Memorial Church
Westport,Kemp,Bruce W,Presbyterian Church in Canada Presbytery Of Seaway Glengarry
Westport,Lapp,J Steven,The Free Methodist Church In Canada
Westport,McCarthy,Michael,Roman Catholic Diocese of Kingston
Westport,McNally,Michael Brian,Roman Catholic Diocese of Kingston
Westport,McQuarrie,Allan John,Fellowship Of Evangelical Baptist Churches
Westport,Millar,Paul C,The Free Methodist Church In Canada
Westport,Peever,Blair William,The Anglican Church Of Canada Diocese Of Ontario
Westport,Popma,Robert Paul,Fellowship Of Evangelical Baptist Churches
Westport,Strickland,Drew Douglas,Eastern Ontario Outaouais Regional Council - United Church
Wheatley,Boldt,Frank,Bergthaler Mennonite Church of Leamington
Wheatley,Brigham-Turowski,Janet Lauraine,Antler River Watershed Regional Council - United Church
Wheatley,Cooper,Kim Elliott,The Association for Education and Evangelism
Wheatley,Driedger,Franz,Old Colony Mennonite Congregation
Wheatley,Dyck,David,Reinland Fellowship Mennonite Church
Wheatley,Dyck,Peter,Old Colony Mennonite Congregation
Wheatley,Friesen,John G,Reinland Fellowship Mennonite Church
Wheatley,Klassen,Henry,Celebrating Life Ministries
Wheatley,Neufeld,Peter,New Reinland Mennonite Church Of Ontario
Wheatley,Parry,Derek Albert,Antler River Watershed Regional Council - United Church
Wheatley,Pollett,Matthew Wade Sheldon,Independent Assemblies Of God International
Wheatley,Quiring,Franz,Old Colony Mennonite Congregation
Wheatley,Smith,Richard James,Baptist - Ontario & Quebec
Wheatley,Walker,Joyce D,Independent Assemblies Of God International
Whitby,Addo-Bekoe,Isaac K,The Association for Education and Evangelism
Whitby,Akuazaoku,Valentine Uchenna,The Fellowship Of Christian Assemblies
Whitby,Alabi,Anita Abimbola,Clergy Support Memorial Church
Whitby,Aladesua,Phillips,The Redeemed Christian Church of God Canada
Whitby,Ali,Michael Imran,The Pentecostal Holiness Church
Whitby,Anderson,Andre,Seventh-day Adventists Ontario Conference
Whitby,Armstrong,Kevin J,Forest Brook Bible Chapel
Whitby,Banik,Gregory Robert,Baptist - Ontario & Quebec
Whitby,Barnes,Burton E,Baptist
Whitby,Bent,Dudley James,Pentecostal Church Of God Of America
Whitby,Bent,Joyce Icilda,Pentecostal Church Of God Of America
Whitby,Bent-Bonnick,Christine,Pentecostal Church Of God Of America
Whitby,Bingham,Glenford Derrick,Church Of Jesus Christ Apostolic Inc
Whitby,Black Mitchell,Berneta,Foursquare Gospel Church of Canada
Whitby,Blake,Richard,Ministers Network Canada
Whitby,Bond,Melvyn W,Salvation Army
Whitby,Borenstein,Tzali,Jewish - Orthodox Council
Whitby,Brouet,Thomas Herbert,Life Changers Ministry
Whitby,Brumell,Audrey Elizabeth,Celebrating Life Ministries
Whitby,Burley,Judy H,Bancroft Centre For Awakening Spiritual Growth
Whitby,Burton,Florance Ann,Divine Light Spiritualist Church
Whitby,Bylaard,Gerard John Vanden,Presbyterian Church in Canada Presbytery Of Pickering
Whitby,Carkner,Ross Hamilton,Baptist - Ontario & Quebec
Whitby,Chen,Jim,Forest Brook Bible Chapel
Whitby,Clark,John David,The Anglican Church Of Canada Diocese Of Toronto
Whitby,Cooper,George Lloyd,Christian Church / Church of Christ
Whitby,Cranmer,Antonia Mary,The Community Catholic Church of Canada
Whitby,Crosby,Robin A,Evangelical Church Alliance Ministerial Fellowship Of Canada
Whitby,Csoke,Janos,Church Of The Nazarene Canada Central District
Whitby,Daley,Desmond B,Brethren
Whitby,Deerr,Judy R,Canadian Christian Ministries
Whitby,Deerr,Victor G,Canadian Christian Ministries
Whitby,Diotte,Michael C,Victory Churches Of Canada International Assoc
Whitby,Dodson,Roger J,Community Of Christ
Whitby,Dortono,John A,Grace Global Christian Fellowship
Whitby,Dortono,Lori L,Grace Global Christian Fellowship
Whitby,Douglas,Stephanie,The Anglican Church Of Canada Diocese Of Toronto
Whitby,Dovgalev,Jan,Baptist
Whitby,Dunn,Ralph D,Baptist
Whitby,Dupre,David Kirk,Rossland Ridge Bible Chapel
Whitby,Echidime,Emmanuel C,Canadian Christian Ministries
Whitby,Edwards,Everod Rae,Rhema Studies Of Theology Association
Whitby,Edwards,Mansfield,Seventh-day Adventists Ontario Conference
Whitby,Edwards,Paul Anthony,The Fellowship Of Christian Assemblies
Whitby,Egbuwoku,Mazino Yole,Open for Life Ministries
Whitby,Erhabor,Victor Ekhorutomwen,The Redeemed Christian Church of God Canada
